Customer Name,uid,business sector,location,phone number,national ID,passport,tin,gender,education level,business start date
Nakinobe Namwalwa,88f0b28c-bd07-4452-afa2-2180446a8cfe,Retail,Kisoro,+256751311046,76487775,U6069645,5852249,Female,Primary,2012-02-18
Sarah Namwalwa,db8c52ea-bde9-4cc7-8350-2983459a4246,Services,Kampala,+256780125835,25281882,U9010999,8947920,Male,Vocational,2014-06-09
Nansukusa James,459f9b56-4b71-4955-8cc6-ee56d4694c72,Hospitality,Lira,+256734144598,49698332,U4764187,1570762,Female,University,2018-09-18
Sarah Nakinobe,43d9c9a4-4c4a-41bf-8bf2-f940f9fc6d3b,Manufacturing,Fort Portal,+256779699407,53735856,U5389384,2463103,Male,Primary,2006-03-23
William William,5f6b33e7-0ad6-47b1-8fd4-965445d26ce3,Agriculture,Entebbe,+256792472718,26805199,U6264024,5494855,Male,University,2013-03-19
Alice James,e74c5708-b12b-4354-a95d-46c0fd84865d,Fisheries,Fort Portal,+256771722829,17501185,U9098727,7102181,Female,Secondary,2011-11-04
Nakinobe Bridget,543a9efd-b37e-40bf-ad69-b8550a0dddf4,Services,Mbale,+256793658642,97733897,U4114264,3606582,Female,University,2014-04-23
Namwalwa Nansukusa,6d2a7672-d063-450b-aff6-fe6ccb9df278,IT,Entebbe,+256701364367,91808964,U6924889,7939651,Female,Vocational,2008-10-22
Nakinobe James,5db79f7e-1dcc-42e0-b8c0-2b993881d3e1,Retail,Kisoro,+256763353144,92047309,U4825134,4602874,Female,Vocational,2019-04-06
Nakinobe Nansukusa,8373c677-0397-409d-a23d-08986f28f085,Fisheries,Gulu,+256790192602,60299290,U1876314,7424468,Female,University,2023-05-14
Florence Nakinobe,5237f05e-48de-4096-a864-d539c1ca03b8,Agriculture,Bwindi,+256732129506,92065019,U3781350,7128159,Male,University,2021-09-02
Jane Jane,fc3f1819-8a8c-42b8-a859-6f4ae5e3682e,Retail,Fort Portal,+256792407737,92067050,U2960347,1844556,Male,University,2018-11-02
Nansukusa Nansukusa,aff85d07-8e23-45a0-b4fb-137f0b529a16,Agriculture,Kampala,+256763539841,88690924,U5085329,8619877,Male,Primary,2014-04-20
William James,56e0ca11-f73e-49a5-8a61-ab8d6ea96414,Hospitality,Kampala,+256720254247,21710302,U7850510,4951614,Female,Secondary,2021-02-10
Bridget Nansukusa,b79b1b84-8019-4ac9-a113-c32119b88eda,Fisheries,Gulu,+256728260444,50140038,U3202908,4182463,Male,Vocational,2021-12-01
Nakinobe Namwalwa,e9db9d9a-e041-4cfc-b008-c32035cda4b7,Hospitality,Kisoro,+256760941312,92272213,U9234172,8519216,Male,Secondary,2020-04-06
Namwalwa Sarah,787a2069-0e2a-4582-9773-a8da4e2d545d,Services,Fort Portal,+256743570600,32619318,U5874395,9482986,Male,Secondary,2006-02-23
Bridget James,2f797c9b-466a-4635-a93d-15df442dbaf8,Fisheries,Entebbe,+256728296977,37820967,U3272397,1586846,Male,Secondary,2023-08-12
Nakinobe Alice,32da4151-0469-4bc4-a8d3-e249776321a9,Hospitality,Fort Portal,+256764800760,15047682,U1185428,5357082,Male,Primary,2004-03-15
Sarah Namwalwa,5a1603a9-8051-48ae-a67d-428dc31f0e5b,Fisheries,Fort Portal,+256764780568,23354805,U7969490,3620413,Female,Primary,2020-08-09
Nakinobe Bridget,8d57cacf-3748-40a6-bdd6-47512de0e024,IT,Fort Portal,+256711965901,57418232,U6904391,4905020,Female,Vocational,2018-12-26
Alice Nakinobe,d73ef393-8e1b-48fd-b826-364d856c1681,Fisheries,Jinja,+256731075078,72718172,U5621493,2709567,Male,Secondary,2020-03-23
Nansukusa Sarah,7fcbfbc1-c157-4ff5-a13d-4031e0e54246,Manufacturing,Mbarara,+256736758008,52054112,U7627921,9521795,Female,Vocational,2008-01-12
Jane William,d93d654e-1b4e-4ff4-800d-4a20141f56e0,Manufacturing,Gulu,+256742864666,72263272,U6446354,2181337,Female,Primary,2012-12-23
Alice Namwalwa,9e997b8a-3cdb-4b39-81f7-77c09fde6205,Manufacturing,Lira,+256791256878,84641832,U4047895,3827872,Female,Vocational,2007-09-20
Nakinobe Nansukusa,1cd3e1cf-29e3-4886-a636-4fc1a6878d01,Fisheries,Mbarara,+256783456362,95403245,U3208466,4619987,Male,Vocational,2005-10-26
Nansukusa Nansukusa,8fc7a9cd-0623-43e6-bda4-bba95effcff8,Agriculture,Bwindi,+256722551319,52187860,U1629804,1791244,Female,Primary,2016-03-09
Bridget Sarah,f9501246-cd86-4363-802b-e9a078d66dbd,Manufacturing,Fort Portal,+256708112547,80732241,U5999866,4499510,Female,Primary,2017-02-21
Sarah Bridget,d20b3333-3c51-46f8-a486-187d171f7a9b,Hospitality,Entebbe,+256781960307,53201890,U7663413,2871124,Male,University,2015-04-17
Florence Nakinobe,c39e7f31-4429-454a-8529-1c6c2eb3e725,Services,Entebbe,+256792818647,21023581,U8650517,4627095,Female,Vocational,2009-04-21
Sarah Bridget,3440e454-3492-4732-8817-eba7a7673c04,Fisheries,Mbale,+256704365331,57976956,U5757091,7471125,Female,University,2012-12-13
Bridget William,47b10115-5ba6-4a44-b727-364b9d14f8fa,Retail,Lira,+256753005867,49852922,U1895259,2110094,Male,Primary,2005-03-02
Namwalwa William,810a4125-3adf-4d9f-b246-0b8df2e088d4,Services,Kisoro,+256765314166,48990825,U1349157,9494484,Female,Vocational,2004-08-17
Nansukusa Alice,f87f29bf-c387-4e48-a20a-9965d2200293,IT,Fort Portal,+256700058699,48205082,U1936133,1802286,Male,Vocational,2008-03-20
Nansukusa Jane,4fa6e700-2102-4e7c-bef6-23715df4de75,Hospitality,Mbale,+256780353728,93795606,U6787448,7899179,Female,Primary,2008-05-20
Nansukusa Bridget,48e0460e-994a-4b49-98e3-c60c0028c011,Agriculture,Entebbe,+256770052922,17866643,U9103644,6172664,Male,University,2015-10-18
William Nakinobe,9caa7729-8a09-49ba-9fff-e43b91e77066,Agriculture,Mbale,+256725882229,92243717,U2546225,4706889,Male,University,2008-09-18
Nansukusa Nansukusa,8ba1eea5-401a-4cef-877e-1dd4d907c7cd,Retail,Lira,+256746623116,59358739,U7599117,4541458,Male,Secondary,2003-10-22
James Nansukusa,b7274f99-e4f5-4fb7-b085-72ccd3f03e15,Hospitality,Lira,+256761346239,21800927,U6578411,5994610,Female,University,2005-07-15
James Sarah,c38c6d93-2fbe-44ef-b6cb-69e6b9aaa57b,Hospitality,Bwindi,+256715378309,31075334,U4284798,4424166,Male,Vocational,2019-12-08
Namwalwa William,09777ce8-d029-4940-adae-610ecb7349a1,Manufacturing,Fort Portal,+256763981833,70215559,U9049057,7830366,Female,Vocational,2009-02-20
Jane Alice,bd52ac0f-5bb6-4c09-a6a5-c80130cffdd4,Agriculture,Lira,+256784848387,19349830,U8926362,1998109,Female,Primary,2013-07-21
James William,857d9fb6-8cc4-4ae5-a0a6-dd408d2f849a,Retail,Lira,+256794478305,50227760,U9744666,3417064,Male,University,2005-04-30
Sarah Florence,a077dfbb-658d-49fe-b170-5d298c9aa6f7,Retail,Fort Portal,+256799664220,46779755,U3538494,5285419,Female,Primary,2009-05-30
Sarah Nansukusa,1dbd7456-609e-48d8-b2ef-fbf16bf304fc,Manufacturing,Fort Portal,+256779212989,56409637,U2447706,4048678,Female,Secondary,2005-12-10
Alice Bridget,7682502c-ca29-4923-a3fe-928789bba357,Hospitality,Jinja,+256728018819,28052617,U7823535,4355040,Female,University,2010-04-27
Jane Sarah,4797e722-267c-47e0-8df1-e3fb0015b9d6,Retail,Mbarara,+256787484504,27765122,U7437712,9389952,Male,Primary,2016-09-05
Sarah Jane,3a895d0b-406d-46f7-b6fe-13256cb72e2c,Manufacturing,Kisoro,+256780552370,47970071,U7794091,3542911,Male,Vocational,2010-09-26
James William,f2fc6fba-160f-49b3-b670-be579271d609,Manufacturing,Mbale,+256787317606,84676621,U3472325,5578801,Female,Vocational,2021-03-03
Alice Sarah,91cc46c7-1341-433c-9568-79403386bb5c,Fisheries,Bwindi,+256739727785,27462001,U6569744,4146135,Female,University,2016-09-05
Jane Nakinobe,1249d5bb-fe6c-4e37-8c7a-8b0b33cf7c6c,Manufacturing,Entebbe,+256725965241,92056940,U3306775,3341051,Male,University,2011-03-26
Namwalwa William,12c370ec-17b7-4e82-9afe-0c5fe02294fd,Manufacturing,Entebbe,+256745390521,40204536,U8388644,5367518,Female,Secondary,2007-03-04
Namwalwa Nakinobe,d6116752-be86-420a-b3c8-1bc04822c5c0,IT,Entebbe,+256758745945,88140159,U5601033,9381789,Female,University,2013-07-07
Nakinobe James,b067f9f8-e5a3-4214-bedd-2cc6e93dbfe0,IT,Kampala,+256748831296,26902636,U7981004,5334196,Female,Primary,2005-01-06
Sarah Jane,6e86be19-bf2f-40af-a96a-61bf70a86a91,Agriculture,Bwindi,+256729103077,10706454,U5303082,2138428,Male,Vocational,2018-01-03
Alice Florence,ebee5e89-a2a5-4e19-b089-28aaf685d1e0,IT,Bwindi,+256745140488,36259222,U9190169,2073705,Female,University,2017-10-17
William Florence,d7a3e6b9-9383-40b6-bdd3-9e4f502d7682,Manufacturing,Mbale,+256734829475,11959380,U1802800,6079843,Male,Secondary,2015-08-02
Sarah Alice,853882b2-7283-4fdf-9cb9-8cd3c79d9473,Retail,Lira,+256746785232,36901320,U3390671,5745119,Male,Secondary,2022-04-21
Florence Florence,0bc7d86c-3e79-4379-aaba-f51e2f8a2a15,Services,Kampala,+256777590745,93621367,U3542232,3372787,Female,Secondary,2013-05-09
Namwalwa William,3785afc0-5083-4d96-9354-dfaf50801e8c,Agriculture,Kampala,+256792815524,84259910,U4142324,8648117,Male,University,2003-10-27
Nakinobe Bridget,16f12953-bc9d-44c7-ba75-b7619517960e,IT,Kampala,+256744211852,80378341,U8465970,1538555,Female,Vocational,2015-03-08
Alice James,15c88b21-58f4-46fd-8dff-40187e57febc,Retail,Jinja,+256763375714,20730063,U9736554,8607459,Male,Vocational,2014-03-02
Alice Nansukusa,497e25f7-3f57-4f46-ac5e-eb94a60d4151,IT,Kampala,+256711394486,27378541,U2472707,5234770,Male,University,2011-04-19
James Sarah,8875629b-3ba2-412b-929a-08119c85071f,Services,Gulu,+256770798656,77590269,U4741751,3368187,Female,Vocational,2011-07-26
Nakinobe William,c62e86f7-d942-4ab2-905d-392ab17b4273,Hospitality,Fort Portal,+256757271855,86116866,U5046431,9527431,Male,University,2016-11-01
Nakinobe Bridget,4dce438b-32b0-4339-95f8-00eb7fa9bb87,Manufacturing,Kisoro,+256719712116,36715111,U3390403,6929493,Female,Primary,2004-05-21
Namwalwa Nakinobe,7cce9365-c360-4779-b77a-238c2c742ed3,Retail,Kisoro,+256706235755,56093399,U4703225,6479557,Male,University,2008-11-20
Namwalwa Florence,a4bdc374-f941-4d59-803b-6dffda4e2101,Fisheries,Lira,+256704514526,75619633,U1928008,5798270,Female,Vocational,2009-09-02
Alice James,7f59a4dd-54fe-4690-b2c9-c1221adfc13d,IT,Kampala,+256766260795,21579704,U6567866,8142194,Female,Primary,2005-12-01
Namwalwa Florence,b1fd527c-271e-43a9-9065-0b65bad256f5,Manufacturing,Mbarara,+256709396580,93827173,U7007641,8693027,Male,Secondary,2014-11-22
Bridget Florence,651c0434-12ad-4887-9ae3-f517b7f5a563,Hospitality,Lira,+256721406435,70879921,U2198210,2458622,Male,Primary,2016-08-30
Bridget Alice,82dd0f31-3464-43f5-8cbe-5c4ee41e787a,Retail,Mbale,+256723428495,11231582,U4148770,8628565,Female,University,2013-01-05
Namwalwa Jane,2bded6da-3a5b-404b-b50f-47a28c5b1e8c,Retail,Jinja,+256772997420,38389863,U2753072,4670005,Female,Secondary,2020-06-16
James Sarah,8e4585d4-6bf4-44e0-af66-aa1dcefcdaf4,Fisheries,Mbale,+256725231959,57635016,U5481127,6340552,Male,Vocational,2006-02-12
Sarah Florence,fe22622d-ef97-4dc6-9b9e-e27ce3b94e50,Manufacturing,Mbarara,+256711181479,98127674,U6245393,8717816,Female,University,2023-06-16
Florence Jane,0e65e6d0-82cd-4b07-9d20-c3685afcfe17,Retail,Bwindi,+256711359926,55929027,U7922887,2228353,Female,Primary,2012-12-23
Bridget Bridget,641ffd6c-8e14-4522-a857-ed64be2137ff,Manufacturing,Gulu,+256792899357,92674159,U1795376,3466765,Male,Vocational,2004-08-14
Bridget Nakinobe,784ee351-05d5-4a2e-9d2f-cb8d7decb73f,IT,Jinja,+256779591822,71672983,U5972258,2646029,Female,University,2015-10-25
Bridget Sarah,a63d597a-0add-4305-bd20-eada81243c85,Hospitality,Mbarara,+256730445424,21169556,U5007326,5559752,Female,Vocational,2016-05-22
Bridget Sarah,b236575d-f6e5-4a2b-8a69-33e1aeae1408,Hospitality,Kisoro,+256729108371,76495948,U9017692,8506286,Female,University,2011-12-07
Nakinobe Sarah,9d4e5d19-c19c-4c12-8ed4-cfa6f2f92c87,Manufacturing,Jinja,+256725136298,65616169,U1569039,8546670,Female,Secondary,2020-07-20
Jane Sarah,1e17010b-c289-4084-8f96-af72e47b1201,IT,Jinja,+256730343873,73121834,U4371336,8584457,Female,University,2007-01-10
James William,6131a7cb-b806-47f9-8cc5-f4a52a28b71a,IT,Entebbe,+256703588490,44703646,U9174361,6102314,Female,Primary,2005-02-08
Sarah Sarah,a4e8e7ac-015d-475a-b444-80f4f700c50a,Services,Entebbe,+256785042508,48016471,U4268627,8738543,Male,Primary,2015-07-04
Nakinobe Bridget,138b722f-5c6c-4714-bf14-5ab1fd0a3194,IT,Kisoro,+256704793722,12784899,U1927663,5397321,Male,Vocational,2019-01-31
James Florence,b48f3db8-9f94-4ef2-b576-e70957e39bb0,Retail,Kampala,+256767133609,93665261,U6362861,7182293,Male,Primary,2004-07-01
Nakinobe William,9c49d042-d891-4be6-b8e7-80da774685b2,Hospitality,Mbale,+256705155671,34977924,U1084427,7642116,Male,Secondary,2007-03-07
Nansukusa Bridget,77dd27c5-5b32-4a5f-a10c-92e32af92684,Fisheries,Kampala,+256705376345,69404483,U9024855,2992070,Female,Secondary,2021-04-28
Nakinobe Bridget,17213577-0399-4132-9ff2-adb1f1c70ec8,Fisheries,Lira,+256791095491,54862676,U3799745,9369857,Male,Secondary,2020-03-17
James William,1c5b2ef6-2d1a-4923-859f-05e4f6e0d594,Fisheries,Bwindi,+256749417369,98545252,U7221141,1805898,Female,Secondary,2017-06-29
Namwalwa William,ac45fb5c-f6d6-4b6b-8482-af3c31fffc13,Manufacturing,Kampala,+256774537513,99963788,U5638947,7023227,Male,Secondary,2019-07-03
Bridget Sarah,e4eab4dd-71ed-4315-94b8-8c0e6c58cf7d,Fisheries,Bwindi,+256765346584,37272866,U1161533,2040832,Male,Primary,2009-12-24
Namwalwa Bridget,f58ce5e5-0adc-4024-bb00-52e2bf34df01,Fisheries,Mbale,+256767799991,32794633,U2082458,9759081,Female,Vocational,2019-02-08
Nansukusa Jane,ca78b2d6-3d9e-48cf-8f6c-f5439f2859ff,Agriculture,Fort Portal,+256703693300,74236809,U3065561,8382666,Female,University,2018-05-21
James James,88c1d4dd-ba8c-4a7b-a263-af0bed0c2b84,Manufacturing,Gulu,+256773177175,36582312,U2951558,8445275,Female,University,2019-07-16
Jane Nakinobe,7215c6fd-4095-41fc-83aa-42703f41a0d1,Retail,Bwindi,+256769685681,47566615,U2560977,3065169,Male,University,2019-11-12
Bridget Alice,efbef238-05f3-4d50-bc72-2d6aa95ff7e7,Services,Entebbe,+256713867020,14974706,U2658485,2577556,Male,Primary,2008-05-01
Sarah Alice,66593075-718e-4adf-854f-5f30d33a68b8,Hospitality,Fort Portal,+256783975303,14966491,U5057403,9889654,Female,Secondary,2010-05-05
Namwalwa Florence,94aa1bc0-578a-4642-b070-2c56c4d3c581,IT,Kisoro,+256792748113,59970511,U7709547,4251094,Female,Secondary,2021-02-22
Jane Sarah,b892dc1f-9113-4036-857a-6973e7d0bf64,Services,Lira,+256763409898,18731782,U5818856,4628938,Male,Primary,2005-03-18
Alice Nakinobe,05fb897a-52d3-4393-a2b6-5d6440c4c687,Hospitality,Gulu,+256710621929,37571453,U4873083,3516798,Female,Vocational,2003-11-21
Bridget Nakinobe,988e9275-aedc-4ec1-a036-f5b08824f3a2,Fisheries,Mbale,+256783543130,25424702,U2794833,5732063,Female,University,2006-06-11
Nansukusa William,3dc0c2d0-7874-4024-9b60-7b906548dced,Fisheries,Mbarara,+256753004015,30948129,U8137279,6404031,Male,University,2005-10-27
Bridget Namwalwa,3f261178-4e5d-4fc6-8392-59cccaad9b46,Fisheries,Gulu,+256721108108,28720397,U1673809,5612638,Female,Primary,2008-04-05
Nansukusa James,bd4b4c71-df08-480a-bfc6-a4df03bd9ddb,Agriculture,Mbale,+256772577662,71802176,U7697141,3852518,Female,Primary,2020-07-11
Alice Nakinobe,5692b8e8-f460-45ab-bce0-48bc0b450c9e,Fisheries,Entebbe,+256752526256,43668041,U9712208,3580054,Female,University,2014-05-13
James Sarah,79e74c4a-9344-48c1-ae5b-c0812406352b,Manufacturing,Jinja,+256727192678,29283379,U9816377,9228737,Male,Secondary,2011-01-13
Nansukusa Jane,92ce5244-349e-4f87-b57d-ca545d4557ff,Manufacturing,Mbale,+256796355630,62840801,U1348626,4114419,Female,University,2019-05-16
Nakinobe Nakinobe,04d250d7-71b3-4678-abbc-fe18ae7ccc62,IT,Lira,+256717667756,71463422,U9865103,2972335,Female,Vocational,2013-05-04
Nansukusa Namwalwa,3fb835cb-0ecb-4200-abb3-45ebea334ab5,Manufacturing,Fort Portal,+256726723275,54425069,U2093082,3883467,Female,Primary,2023-03-13
Alice Nansukusa,a99bf4c6-f38e-4c2a-8140-ed24a48d2188,Hospitality,Jinja,+256704066088,23930813,U9798959,6339735,Female,Vocational,2011-06-15
Nakinobe Nansukusa,a1c8ee07-a888-4414-b8ca-7ba130fd7273,Services,Mbarara,+256754236388,37066902,U2154422,6484517,Male,University,2016-05-20
Namwalwa Sarah,66e386a9-b39c-4c91-b82f-a62f45c2d23c,Retail,Mbarara,+256739075727,82449880,U5641719,2246276,Female,Primary,2018-01-18
Sarah Florence,c90efd04-4644-49a7-a7f2-34d8e384d925,Hospitality,Lira,+256770747254,23759065,U3772894,2049451,Male,Vocational,2005-10-24
Alice William,0540fcde-6fa0-4fcd-8eb1-1eb1e332ab22,Fisheries,Fort Portal,+256788095461,46158541,U1439327,1445004,Male,University,2013-11-25
Nakinobe Sarah,91a841c4-88e4-40b4-9069-19d66ac552ec,Hospitality,Entebbe,+256721927940,32326343,U9919399,7013721,Male,University,2019-09-10
James James,c4a0aad3-bc1a-44e3-b252-da3f74f6cd6d,IT,Gulu,+256707708391,13273622,U6950318,8003724,Female,Primary,2017-01-25
Nakinobe Nansukusa,31624991-5fe9-48f4-aca4-cf24ab8e5d4b,Agriculture,Entebbe,+256712591201,49934754,U4895650,5947141,Female,University,2020-11-25
Nakinobe James,b7d0a860-fd0e-4584-a68a-47d39a76950d,Hospitality,Jinja,+256750528309,16878255,U3374375,2182391,Male,Primary,2012-02-27
Jane Namwalwa,370a486c-41c7-4fcb-af1d-f168ba0f8dcd,IT,Kampala,+256770003313,23872185,U1068170,3186781,Male,Vocational,2007-07-12
Namwalwa Namwalwa,6411ea90-805e-444c-96ea-52a66a38baa0,Fisheries,Fort Portal,+256749560648,69471875,U5537032,6945181,Male,Primary,2011-06-23
Namwalwa Nansukusa,6a748baf-a9ff-4b3e-8ec4-150b4110dcd4,Hospitality,Jinja,+256707608196,57010165,U4345441,3065092,Male,Primary,2016-12-25
Jane Alice,1b6a9ea9-1aaa-4cb1-918a-b809a7813a5a,Agriculture,Mbale,+256736352087,85735513,U4868758,6085490,Male,Primary,2014-10-19
William Nansukusa,b44113c6-58f7-4244-bb50-b92e14eb90fc,Services,Fort Portal,+256716640004,46131495,U9873427,9258116,Female,Vocational,2016-04-02
Florence Namwalwa,8bc20ed4-dddf-4d1c-b965-baa27795da35,Fisheries,Fort Portal,+256780945018,81474487,U7083397,3620793,Male,Vocational,2010-08-31
Nansukusa Nakinobe,cc321cf1-4e57-4400-8123-eb85f146166d,Services,Bwindi,+256701748880,31052703,U1756154,4838826,Female,University,2008-09-05
Florence Namwalwa,ece3143c-98a2-4fc3-bc5c-6e88a04b0000,IT,Bwindi,+256797624634,99468629,U5928609,9812971,Female,Vocational,2021-10-31
William Alice,5387a5be-045d-453e-b8a7-688523f7cbaf,Retail,Bwindi,+256748568527,91570103,U7403395,6772818,Male,Primary,2017-09-08
Bridget James,0ab9ae31-b973-48dc-a750-ed02b61819c6,Agriculture,Lira,+256759598382,91587939,U9085941,6627621,Male,University,2020-05-27
William William,68467784-97a5-4da2-8812-6f96f7169146,Hospitality,Mbarara,+256760662858,53151290,U1273174,3683396,Female,Primary,2015-08-16
Bridget William,4d792586-3679-49ab-b092-34417c52bc13,Hospitality,Fort Portal,+256799173202,87166974,U4103708,8050976,Female,Vocational,2021-09-30
Florence Florence,3e67b1fb-5ab6-4aa7-9163-2f4b7b16ea06,Agriculture,Kisoro,+256794793406,92959297,U2550126,1946709,Female,Vocational,2014-11-30
Nansukusa Nakinobe,801ce24f-6d1f-4ca6-9038-88812eb9f7d6,IT,Bwindi,+256797683005,45471793,U1628034,9319406,Female,Primary,2005-08-31
Bridget Bridget,b9d850ec-2c2e-41c3-b853-839707d5fa12,Services,Bwindi,+256755595030,58128105,U5463349,4262057,Female,University,2021-06-05
Jane James,397d9cb0-7daa-4629-b89e-5da888de5e9e,Agriculture,Kisoro,+256703053830,73431158,U8852336,7224138,Female,Secondary,2010-09-02
Nakinobe William,7c5e3b00-58f7-429e-b430-7bc25b3b6d56,IT,Mbale,+256746042825,82018582,U4360138,9479293,Female,University,2018-12-08
William Jane,370cfcda-30f9-4aee-9a68-366e8a8e8ce5,Retail,Gulu,+256735988117,92200200,U9909292,3418040,Male,University,2003-10-31
William Nakinobe,c99bbccf-c726-4fce-b676-b6341d36b166,Hospitality,Fort Portal,+256734927398,43350550,U6308861,1312393,Male,University,2022-01-09
Bridget Sarah,7a5bc15e-b5b0-45b4-8a97-a8735d102620,IT,Bwindi,+256721158366,35687754,U4121967,5490143,Male,Primary,2013-03-09
Nansukusa Florence,bb414e7a-ad8c-44c9-a100-c3e4d157dc50,Agriculture,Bwindi,+256777143471,63114873,U1681799,8723960,Female,Primary,2009-05-10
Bridget James,6ec12ece-d7b8-4937-98d9-1d3c380cfaac,IT,Kampala,+256744688386,88844434,U4668607,4655502,Female,University,2009-04-23
William Bridget,1a90f298-a861-4c92-8f48-e4b8b07da4b6,Retail,Gulu,+256752336299,60701655,U7420755,1954073,Male,Secondary,2021-08-12
Bridget Nansukusa,fcce4bc1-3303-4b96-b4c2-09dd7bf97e37,Manufacturing,Bwindi,+256778888131,73255104,U3885310,7471844,Male,Vocational,2008-01-20
James Sarah,b29b57c8-bdfd-4192-9697-bab11394df1c,Services,Kisoro,+256757144814,84725708,U8202406,9188896,Female,Vocational,2017-06-03
Sarah Bridget,7de66bbd-d1e5-4900-a8a6-bbc0e633ecfe,Retail,Bwindi,+256722809304,18631110,U1108870,6623304,Female,Vocational,2005-07-26
James Bridget,17d65231-3a40-465a-8007-606f0b558a5d,Fisheries,Kisoro,+256779322109,15070611,U4718970,7318156,Male,Secondary,2023-06-28
James Nakinobe,d76ba83d-bfc7-416a-a49f-aed315f14eee,Hospitality,Mbale,+256783794395,14823009,U1088399,9881252,Male,Primary,2009-01-13
William Nansukusa,8cfb7cc1-7491-436c-a4e4-a2bb11ce8ab5,Agriculture,Jinja,+256734345924,85808021,U2591269,1797941,Male,Primary,2013-03-05
James Jane,64418611-18ae-4719-a089-74d98dbf8e13,Retail,Kisoro,+256761762773,12351824,U2034912,3468810,Male,Primary,2005-05-12
